537239855777185792	-2	@SeifertESPN states the Vikings aren't being moral cause AP was going to play. ..simultaneously uses the situation to push an agenda #irony	@SeifertESPN/NN/@SeifertESPN states/VBZ/state the/DT/the Vikings/NNS/Viking are/VBP/be n't/RB/n't being/VBG/be moral/JJ/moral cause/NN/cause AP/NP/AP was/VBD/be going/VBG/go to/TO/to play/VB/play ./SENT/. ./SENT/. ./SENT/. simultaneously/RB/simultaneously uses/VBZ/use the/DT/the situation/NN/situation to/TO/to push/VB/push an/DT/an agenda/NN/agenda #irony/NN/#irony
537239886957666304	-3	Truer words... RT @ianollis: So the ANC is bussing cadres into Parliament to prove that the speaker is not biased? #Irony #BalekaMustGo	Truer/JJR/true words/NNS/word .../:/... RT/NP/RT @ianollis/NNS/@ianollis :/:/: So/RB/so the/DT/the ANC/NP/ANC is/VBZ/be bussing/VBG/bus cadres/NNS/cadre into/IN/into Parliament/NP/Parliament to/TO/to prove/VB/prove that/IN/that the/DT/the speaker/NN/speaker is/VBZ/be not/RB/not biased/VBN/bias ?/SENT/? #Irony/JJ/#Irony #BalekaMustGo/NN/#BalekaMustGo
537239914824630273	-1	Gonna finish this cup of coffee then take a nap. #irony	Gonna/VBG/gonna finish/NN/finish this/DT/this cup/NN/cup of/IN/of coffee/NN/coffee then/RB/then take/VB/take a/DT/a nap/NN/nap ./SENT/. #irony/NN/#irony
537239969577050112	-1	I don't speak Spanish.. So idk how to reply to you	I/PP/I do/VBP/do n't/RB/n't speak/VB/speak Spanish./NP/Spanish. ./SENT/. So/IN/so idk/NN/idk how/WRB/how to/TO/to reply/VB/reply to/TO/to you/PP/you
537239996932300800	0	Nash can you help with my homework plz. I'm literally asking someone with 3.42 followers. That's how desperate I am plz help! @Nashgrier	Nash/NP/Nash can/MD/can you/PP/you help/VB/help with/IN/with my/PP$/my homework/NN/homework plz/NN/plz ./SENT/. I/PP/I 'm/VBP/be literally/RB/literally asking/VBG/ask someone/NN/someone with/IN/with 3.42/CD/@card@ followers/NNS/follower ./SENT/. That/DT/that 's/VBZ/be how/WRB/how desperate/JJ/desperate I/PP/I am/VBP/be plz/VBG/plz help/NN/help !/SENT/! @Nashgrier/NN/@Nashgrier
537240024476319744	-1	I wish I had money so I could go to conventions and do panels. I am totally willing to speak openly about these things #GamerGate	I/PP/I wish/VBP/wish I/PP/I had/VBD/have money/NN/money so/IN/so I/PP/I could/MD/could go/VB/go to/TO/to conventions/NNS/convention and/CC/and do/VB/do panels/NNS/panel ./SENT/. I/PP/I am/VBP/be totally/RB/totally willing/JJ/willing to/TO/to speak/VB/speak openly/RB/openly about/IN/about these/DT/these things/NNS/thing #GamerGate/NN/#GamerGate
537240051751854080	-2	@AnheuserBusch odds are those players were drinking that poison you sell when they were doing their #baddeeds LOL #Irony @nfl	@AnheuserBusch/NN/@AnheuserBusch odds/NNS/odd are/VBP/be those/DT/those players/NNS/player were/VBD/be drinking/VBG/drink that/DT/that poison/NN/poison you/PP/you sell/VBP/sell when/WRB/when they/PP/they were/VBD/be doing/VBG/do their/PP$/their #baddeeds/NNS/#baddeeds LOL/NP/LOL #Irony/NN/#Irony @nfl/NN/@nfl
537240079056769024	4	@jdbftcdallas AT FIRST HE LOOKS SO FREAKING CUTE AND THEN LITERALLY A SEX GOD	@jdbftcdallas/NP/@jdbftcdallas AT/NP/AT FIRST/NP/FIRST HE/NP/He LOOKS/NP/LOOKS SO/NP/So FREAKING/NP/FREAKING CUTE/NP/CUTE AND/CC/and THEN/NP/Then LITERALLY/NP/LITERALLY A/NP/A SEX/NP/SEX GOD/NP/God
537240106948890624	2	I remember my brother got me tickets to the b2k concert I literally cried the entire time	I/PP/I remember/VBP/remember my/PP$/my brother/NN/brother got/VBD/get me/PP/me tickets/VBZ/ticket to/TO/to the/DT/the b2k/NN/b2k concert/NN/concert I/PP/I literally/RB/literally cried/VBD/cry the/DT/the entire/JJ/entire time/NN/time
537240134794903552	-3	@ProfessorFlynn not surprised a teacher who teaches out of outdated textbooks has no clue about cutting-edge science. #gobacktoschool #iro	@ProfessorFlynn/NP/@ProfessorFlynn not/RB/not surprised/VBD/surprise a/DT/a teacher/NN/teacher who/WP/who teaches/VBZ/teach out/RP/out of/IN/of outdated/JJ/outdated textbooks/NNS/textbook has/VBZ/have no/DT/no clue/NN/clue about/IN/about cutting-edge/NN/cutting-edge science/NN/science ./SENT/. #gobacktoschool/NN/#gobacktoschool #iro/NN/#iro
537240162724741120	-4	he'll literally just come up to him and talk like a normal person and my dad goes 'yeah yeah ok whatever ' i want to punch him	he/PP/he 'll/MD/will literally/RB/literally just/RB/just come/VB/come up/RP/up to/TO/to him/PP/him and/CC/and talk/VB/talk like/IN/like a/DT/a normal/JJ/normal person/NN/person and/CC/and my/PP$/my dad/NN/dad goes/VBZ/go '/''/' yeah/RB/yeah yeah/RB/yeah ok/VB/ok whatever/WDT/whatever '/POS/' i/NNS/i want/VBP/want to/TO/to punch/VB/punch him/PP/him
537240191090823168	-3	When someone hurts you so bad and you just wonder what gives you the right to still speak to me? Felt violated all over again.	When/WRB/when someone/NN/someone hurts/VBZ/hurt you/PP/you so/RB/so bad/JJ/bad and/CC/and you/PP/you just/RB/just wonder/VBP/wonder what/WP/what gives/VBZ/give you/PP/you the/DT/the right/NN/right to/TO/to still/RB/still speak/VB/speak to/TO/to me/PP/me ?/SENT/? Felt/VBN/feel violated/VBD/violate all/RB/all over/IN/over again/RB/again ./SENT/.
537240247202234370	-1	RT @Jazzbmxo: Want to have someone to speak to I'm so bored	RT/NP/RT @Jazzbmxo/NP/@Jazzbmxo :/:/: Want/VBP/want to/TO/to have/VB/have someone/NN/someone to/TO/to speak/VB/speak to/TO/to I/PP/I 'm/VBP/be so/RB/so bored/VBN/bore
537240275228577792	-3	Why is there shit all over my shirt? I literally lint rolled four times.	Why/WRB/why is/VBZ/be there/RB/there shit/VBN/shit all/DT/all over/IN/over my/PP$/my shirt/NN/shirt ?/SENT/? I/PP/I literally/RB/literally lint/NN/lint rolled/VBD/roll four/CD/four times/NNS/time ./SENT/.
537240303091347456	-2	And now they run ads for ppl to join the CIA on TV and radio #Irony	And/CC/and now/RB/now they/PP/they run/VBP/run ads/NNS/ad for/IN/for ppl/NN/ppl to/TO/to join/VB/join the/DT/the CIA/NP/CIA on/IN/on TV/NN/TV and/CC/and radio/NN/radio #Irony/NN/#Irony
537240331134455808	-3	@chaandbeti Oh wow you are such an expert on the matter. How old are you again? #Sarcasm @SheikhLarki	@chaandbeti/NP/@chaandbeti Oh/NP/Oh wow/VBP/wow you/PP/you are/VBP/be such/JJ/such an/DT/an expert/NN/expert on/IN/on the/DT/the matter/NN/matter ./SENT/. How/WRB/How old/JJ/old are/VBP/be you/PP/you again/RB/again ?/SENT/? #Sarcasm/NN/#Sarcasm @SheikhLarki/NNS/@SheikhLarki
537240359106273280	-1	#irony India Is A Country Where Some Contribute To Poor By Facebook Like And Share. 	#irony/NP/#irony India/NP/India Is/VBZ/be A/DT/a Country/NN/country Where/WRB/where Some/DT/some Contribute/NN/Contribute To/TO/To Poor/NP/Poor By/IN/by Facebook/NP/Facebook Like/NP/Like And/CC/and Share/NP/Share ./SENT/. /NN/
537240386419580928	-2	RT @JeaneDidThat: Literally at this computer hollerin while I'm workin. I can't.	RT/NP/RT @JeaneDidThat/NN/@JeaneDidThat :/:/: Literally/RB/literally at/IN/at this/DT/this computer/NN/computer hollerin/NN/hollerin while/IN/while I/PP/I 'm/VBP/be workin/NNS/workin ./SENT/. I/PP/I ca/MD/ca n't/RB/n't ./SENT/.
537240414273957888	-3	Many #trans folk in prison. With hate crime law, more haters of trans folk will be imprisoned with them, for longer. #whoops #irony	Many/JJ/many #trans/NNS/#trans folk/NN/folk in/IN/in prison/NN/prison ./SENT/. With/IN/with hate/NN/hate crime/NN/crime law/NN/law ,/,/, more/JJR/more haters/NNS/hater of/IN/of trans/NNS/trans folk/NN/folk will/MD/will be/VB/be imprisoned/VBN/imprison with/IN/with them/PP/them ,/,/, for/IN/for longer/RBR/longer ./SENT/. #whoops/NNS/#whoops #irony/NN/#irony
537240442191233024	0	@punkrockchiara The force can't speak to me, it's with me. So which one is with you, the punk rock or the force?	@punkrockchiara/NN/@punkrockchiara The/DT/the force/NN/force ca/MD/ca n't/RB/n't speak/VB/speak to/TO/to me/PP/me ,/,/, it/PP/it 's/VBZ/be with/IN/with me/PP/me ./SENT/. So/IN/so which/WDT/which one/PP/one is/VBZ/be with/IN/with you/PP/you ,/,/, the/DT/the punk/NN/punk rock/NN/rock or/CC/or the/DT/the force/NN/force ?/SENT/?
537240470163058689	0	Not even mad I dropped $256 preordering the iPhone 6 to have it Friday morning at 9 am... Hard last week in iPhone 4 gang #not	Not/RB/not even/RB/even mad/JJ/mad I/PP/I dropped/VBD/drop $256/NN/$256 preordering/VBG/preordering the/DT/the iPhone/NN/iPhone 6/CD/6 to/TO/to have/VB/have it/PP/it Friday/NP/Friday morning/NN/morning at/IN/at 9/CD/9 am/VBP/be .../:/... Hard/RB/hard last/JJ/last week/NN/week in/IN/in iPhone/NN/iPhone 4/CD/4 gang/NN/gang #not/NN/#not
537240498248101888	3	RT @sweetyniallhug: @niallexplicit IM LAUGHING SO HARD THANK YOU I NEEDED TO LAUGH BUT OMG YOURE DAMN FUNNY CMON GO SPEAK TO ME	RT/NP/RT @sweetyniallhug/NN/@sweetyniallhug :/:/: @niallexplicit/JJ/@niallexplicit IM/NN/IM LAUGHING/VBG/laugh SO/NP/So HARD/NP/Hard THANK/NP/THANK YOU/PP/you I/PP/I NEEDED/VBD/need TO/TO/TO LAUGH/NP/LAUGH BUT/NP/But OMG/NP/OMG YOURE/NP/YOURE DAMN/NP/DAMN FUNNY/NP/Funny CMON/NP/CMON GO/NP/Go SPEAK/NP/Speak TO/TO/TO ME/NP/Me
537240526148616193	-2	Big shoutout to my alarm, for not waking me up for my 8:30 class. #YouDaRealMVP #not #late #hateyou	Big/JJ/big shoutout/NN/shoutout to/TO/to my/PP$/my alarm/NN/alarm ,/,/, for/IN/for not/RB/not waking/VBG/wake me/PP/me up/RP/up for/IN/for my/PP$/my 8:30/CD/@card@ class/NN/class ./SENT/. #YouDaRealMVP/NN/#YouDaRealMVP #not/NN/#not #late/JJ/#late #hateyou/NN/#hateyou
537240581941260288	-1	If your religious u go to church to speak to god.... \n \n ...so if ur not religious do u go to apple store? #apple	If/IN/if your/PP$/your religious/JJ/religious u/NN/u go/VBP/go to/TO/to church/VB/church to/TO/to speak/VB/speak to/TO/to god/NN/god .../:/... ./SENT/. \n/NN/\n \n/NNS/\n .../:/... so/RB/so if/IN/if ur/NNS/ur not/RB/not religious/JJ/religious do/VBP/do u/NN/u go/VB/go to/TO/to apple/NN/apple store/NN/store ?/SENT/? #apple/NN/#apple
537240609795633153	-2	seeing something that literally makes your heart drop into your stomach...I hate that feeling	seeing/VBG/see something/NN/something that/WDT/that literally/RB/literally makes/VBZ/make your/PP$/your heart/NN/heart drop/NN/drop into/IN/into your/PP$/your stomach/NN/stomach .../:/... I/PP/I hate/VBP/hate that/IN/that feeling/VBG/feel
537240637956169728	0	Watching Steve Wilkos at the drs and thise couple literally looks like they're 12.	Watching/VBG/watch Steve/NP/Steve Wilkos/NP/Wilkos at/IN/at the/DT/the drs/NN/drs and/CC/and thise/NN/thise couple/NN/couple literally/RB/literally looks/VBZ/look like/IN/like they/PP/they 're/VBP/be 12/CD/@card@ ./SENT/.
537240665932193792	-3	Well I mean how the hell am I going to get to work with all this damn rain... It's flooding everywhere! #sarcasm	Well/RB/well I/PP/I mean/VBP/mean how/WRB/how the/DT/the hell/NN/hell am/VBP/be I/PP/I going/VBG/go to/TO/to get/VB/get to/TO/to work/VB/work with/IN/with all/PDT/all this/DT/this damn/JJ/damn rain/NN/rain .../:/... It/PP/it 's/VBZ/be flooding/VBG/flood everywhere/RB/everywhere !/SENT/! #sarcasm/NN/#sarcasm
537240693866233856	-3	@RapSheet @Nike Ha but they support child labor by using sweatshops to profit hundreds of millions. #Irony #Hypocrite	@RapSheet/NP/@RapSheet @Nike/NP/@Nike Ha/NP/Ha but/CC/but they/PP/they support/VBP/support child/NN/child labor/NN/labor by/IN/by using/VBG/use sweatshops/NNS/sweatshop to/TO/to profit/VB/profit hundreds/NNS/hundred of/IN/of millions/NNS/million ./SENT/. #Irony/JJ/#Irony #Hypocrite/NN/#Hypocrite
