472189928340606976	-3.99	I just love working for 6.5 hours without a break or anything. Especially when I'm on my period and have awful cramps. #NOT	I/PP/I just/RB/just love/VBP/love working/VBG/work for/IN/for 6.5/CD/@card@ hours/NNS/hour without/IN/without a/DT/a break/NN/break or/CC/or anything/NN/anything ./SENT/. Especially/RB/especially when/WRB/when I/PP/I 'm/VBP/be on/IN/on my/PP$/my period/NN/period and/CC/and have/VBP/have awful/JJ/awful cramps/NNS/cramp ./SENT/. #NOT/NN/#NOT 
472440774785650688	-3.92	The happy song does not invoke good feelings. It's actually quite extremely annoying. #irony	The/DT/the happy/JJ/happy song/NN/song does/VBZ/do not/RB/not invoke/VB/invoke good/JJ/good feelings/NNS/feeling ./SENT/. It/PP/it 's/VBZ/be actually/RB/actually quite/RB/quite extremely/RB/extremely annoying/VBG/annoy ./SENT/. #irony/NN/#irony 
473085653454827520	-2.22	Having to run to the train first thing in the morning is a great way to start the day #not	Having/VBG/have to/TO/to run/VB/run to/TO/to the/DT/the train/NN/train first/JJ/first thing/NN/thing in/IN/in the/DT/the morning/NN/morning is/VBZ/be a/DT/a great/JJ/great way/NN/way to/TO/to start/VB/start the/DT/the day/NN/day #not/NN/#not 
463445012374499328	-0.56	@OmniJerBear haha should have had #sarcasm at the end	@OmniJerBear/JJ/@OmniJerBear haha/NN/haha should/MD/should have/VB/have had/VBN/have #sarcasm/NN/#sarcasm at/IN/at the/DT/the end/NN/end 
463501257110724610	-1.27	Really excited for these last few days of school and everything that is going to be due! #sarcasm	Really/RB/really excited/VBN/excite for/IN/for these/DT/these last/JJ/last few/JJ/few days/NNS/day of/IN/of school/NN/school and/CC/and everything/NN/everything that/WDT/that is/VBZ/be going/VBG/go to/TO/to be/VB/be due/JJ/due !/SENT/! #sarcasm/NN/#sarcasm 
472247134780018688	-1.09	The American National Spelling Bee, where winners are always Indians. #Irony #BrownSwag	The/DT/the American/NP/American National/NP/National Spelling/NP/Spelling Bee/NP/Bee ,/,/, where/WRB/where winners/NNS/winner are/VBP/be always/RB/always Indians/NNS/Indian ./SENT/. #Irony/JJ/#Irony #BrownSwag/NN/#BrownSwag 
472906496129634305	-0.7	@YouknowRilynn #not a creep-You never reply. Sounds like a productive day!- have a Great Fun Day Sunday!-no guilt trip-I chirp about it al!	@YouknowRilynn/NP/@YouknowRilynn #not/VBD/#not a/DT/a creep-You/NN/creep-You never/RB/never reply/VB/reply ./SENT/. Sounds/NNS/sound like/IN/like a/DT/a productive/JJ/productive day/NN/day !/SENT/! -/:/- have/VBP/have a/DT/a Great/NP/Great Fun/NP/Fun Day/NP/Day Sunday/NP/Sunday !/SENT/! -no/NN/-no guilt/NN/guilt trip-I/NNS/trip-I chirp/VBP/chirp about/IN/about it/PP/it al/NP/al !/SENT/! 
472451601933025280	-2.02	I love how my mom says she can count on Rion more than me. #not #jealous	I/PP/I love/VBP/love how/WRB/how my/PP$/my mom/NN/mom says/VBZ/say she/PP/she can/MD/can count/VB/count on/IN/on Rion/NP/Rion more/RBR/more than/IN/than me/PP/me ./SENT/. #not/JJ/#not #jealous/JJ/#jealous 
472791897107623936	-2.46	My sister won't tell me where she hid my food. She's fueling my anorexia. #bestsisteraward #not	My/PP$/my sister/NN/sister wo/MD/wo n't/RB/n't tell/VB/tell me/PP/me where/WRB/where she/PP/she hid/VBD/hide my/PP$/my food/NN/food ./SENT/. She/PP/she 's/VBZ/be fueling/VBG/fuel my/PP$/my anorexia/NN/anorexia ./SENT/. #bestsisteraward/JJ/#bestsisteraward #not/NN/#not 
472144639232065537	-3.51	Just noted that there's a big 'C' above @piersmorgan on #BBCQT #irony	Just/RB/just noted/VBD/note that/IN/that there/EX/there 's/VBZ/be a/DT/a big/JJ/big '/POS/' C/NP/C '/POS/' above/JJ/above @piersmorgan/NN/@piersmorgan on/IN/on #BBCQT/JJ/#BBCQT #irony/NN/#irony 
472527817000112128	-0.94	Hmm... #imaginethat Its a truck race w #kybu n the field&he wins it. #surprisesurprise #not! Hes singlehandedly makin me less&less a fan.	Hmm/NP/Hmm .../:/... #imaginethat/RB/#imaginethat Its/PP$/its a/DT/a truck/NN/truck race/NN/race w/NN/w #kybu/NN/#kybu n/NN/n the/DT/the field&he/NN/field&he wins/VBZ/win it/PP/it ./SENT/. #surprisesurprise/NN/#surprisesurprise #not/NN/#not !/SENT/! Hes/NP/Hes singlehandedly/RB/singlehandedly makin/NN/makin me/FW/me less&less/JJ/less&less a/DT/a fan/NN/fan ./SENT/. 
472247225981358080	-3.61	Question, why must people SUCK at doing the tasks they are assigned? Do they assume I enjoy going back and correcting everything? #Not	Question/NN/question ,/,/, why/WRB/why must/MD/must people/NNS/people SUCK/NP/SUCK at/IN/at doing/VBG/do the/DT/the tasks/NNS/task they/PP/they are/VBP/be assigned/VBN/assign ?/SENT/? Do/VB/do they/PP/they assume/VB/assume I/PP/I enjoy/VB/enjoy going/VBG/go back/RB/back and/CC/and correcting/VBG/correct everything/NN/everything ?/SENT/? #Not/NN/#Not 
464420349397188608	-3.19	Literally, I'm about to offer up my first born child just to the stress gods. #breakingdown #gradschool #finals #happybirthday #not	Literally/RB/literally ,/,/, I/PP/I 'm/VBP/be about/RB/about to/TO/to offer/VB/offer up/RP/up my/PP$/my first/JJ/first born/VBN/bear child/NN/child just/RB/just to/TO/to the/DT/the stress/NN/stress gods/NNS/god ./SENT/. #breakingdown/JJ/#breakingdown #gradschool/NN/#gradschool #finals/NNS/#finals #happybirthday/NN/#happybirthday #not/NN/#not 
472842402281975808	0	It was so nice of my dad to come to my graduation party. #not	It/PP/it was/VBD/be so/RB/so nice/JJ/nice of/IN/of my/PP$/my dad/NN/dad to/TO/to come/VB/come to/TO/to my/PP$/my graduation/NN/graduation party/NN/party ./SENT/. #not/NN/#not 
476476408269897728	2.52	“@JMeilanixo: Yes we did! We just got picked up for 2 more seasons of #PrettyLittleLiars! Season 6 and 7, here we come!” Literally how	“/JJ/“ @JMeilanixo/NN/@JMeilanixo :/:/: Yes/UH/yes we/PP/we did/VBD/do !/SENT/! We/PP/we just/RB/just got/VBD/get picked/VBN/pick up/RP/up for/IN/for 2/CD/2 more/JJR/more seasons/NNS/season of/IN/of #PrettyLittleLiars/NNS/#PrettyLittleLiars !/SENT/! Season/NN/season 6/CD/6 and/CC/and 7/CD/7 ,/,/, here/RB/here we/PP/we come/VBP/come !/SENT/! ”/NP/” Literally/NP/Literally how/WRB/how 
472499454096850944	-2.45	@zznate here's the irony. I ripped out my lawn a while back and put in rocks. That's how much I care. #not	@zznate/NN/@zznate here/RB/here 's/VBZ/be the/DT/the irony/NN/irony ./SENT/. I/PP/I ripped/VBD/rip out/RP/out my/PP$/my lawn/NN/lawn a/DT/a while/NN/while back/RB/back and/CC/and put/VB/put in/IN/in rocks/NNS/rock ./SENT/. That/DT/that 's/VBZ/be how/WRB/how much/JJ/much I/PP/I care/VBP/care ./SENT/. #not/NN/#not 
472831098721148929	-2.3	@Gooner_Oozy Mint, orange & ginger and a whole lot of other detoxifying nutrients. Went down a treat #not lol	@Gooner_Oozy/NP/@Gooner_Oozy Mint/NP/Mint ,/,/, orange/NN/orange &/CC/& ginger/NN/ginger and/CC/and a/DT/a whole/JJ/whole lot/NN/lot of/IN/of other/JJ/other detoxifying/VBG/detoxify nutrients/NNS/nutrient ./SENT/. Went/VBD/go down/RP/down a/DT/a treat/NN/treat #not/NN/#not lol/NN/lol 
463064062134583296	-2.33	American office is holding us back from a mad night out in walsham.. Wooo! @AndrewJBreeds #sarcasm #walsham #kack #Americanoffice #awesome	American/JJ/American office/NN/office is/VBZ/be holding/VBG/hold us/PP/us back/RB/back from/IN/from a/DT/a mad/JJ/mad night/NN/night out/IN/out in/IN/in walsham./NN/walsham. ./SENT/. Wooo/NP/Wooo !/SENT/! @AndrewJBreeds/NNS/@AndrewJBreeds #sarcasm/NN/#sarcasm #walsham/NN/#walsham #kack/NN/#kack #Americanoffice/NN/#Americanoffice #awesome/JJ/#awesome 
